"o","labelOO"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18542","Sede di Parco archeologico dell'Appia antica  - Mausoleo di Cecilia Metella e Chiesa di San Nicola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18543","Sede di Parco archeologico dell'Appia antica - Villa di Capo di Bove"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18544","Sede di Parco archeologico dell'Appia antica - Antiquarium di Lucrezia Romana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18545","Sede di Museo archeologico versiliese ""Bruno Antonucci"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18546","Sede di MuNDA - Museo nazionale d'Abruzzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18547","Sede di Basilica di Sant'Apollinare in Classe"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18548","Sede di Museo archeologico nazionale di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18549","Sede di Parco archeologico di Paestum e Velia - Area archeologica di Velia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18550","Sede di Museo di Casa Vasari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18551","Sede di Museo internazionale e biblioteca della musica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18553","Sede di Museo archeologico nazionale di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18554","Sede di Battistero degli Ariani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18555","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le province di Lucca e Massa Carrara"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18556","Sede di Area archeologica di Vetulonia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18557","Sede di Museo archeologico nazionale ed Area archeologica di Cosa"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18558","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18559","Sede di Area archeologica di Roselle"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18560","Sede di Parco archeologico di Ostia antica - Museo delle navi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18561","Sede di Basilica di San Francesco"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18565","Sede di Museo sannitico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18566","Sede di Museo Palazzo Pistilli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18567","Sede di Castello di Civitacampomarano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18568","Sede di Parco Archeologico di Paestum e Velia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18569","Sede di Parco archeologico di Sepino - Area archeologica di Altilia-Saepinum"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18570","Sede di Museo archeologico nazionale di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18571","Sede di Parco archeologico di Sepino - Museo della città e del territorio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18572","Sede di Castello di Capua"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18573","Sede di Museo archeologico Santa Maria delle Monache"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18574","Sede di Museo nazionale del Paleolitico di Isernia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18575","Sede di Santuario italico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18576","Sede di Museo archeologico nazionale di Taranto - MArTA"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18577","Sede di Direzione Regionale Musei Emilia Romagna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18578","Sede di Museo nazionale di Matera - Palazzo Lanfranchi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18579","Sede di Parco archeologico di Ostia antica - Area archeologica dei Porti Imperiali di Claudio e Traiano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18580","Sede di Parco archeologico di Ostia antica - Necropoli di Porto - Isola Sacra"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18582","Sede di Museo nazionale di Matera - Museo Domenico Ridola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18583","Sede di Museo nazionale di Matera - Museo Domenico Ridola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18584","Sede di Giardino della Villa medicea di Castello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18585","Sede di Villa medicea di Cerreto Guidi e Museo storico della Caccia e del Territorio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18586","Sede di Museo nazionale delle residenze Napoleoniche Palazzina dei Mulini"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18587","Sede di Museo nazionale delle residenze Napoleoniche Villa S. Martino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18588","Sede di Museo nazionale della Certosa monumentale di Calci"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18589","Sede di Fortezza di Santa Barbara"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18590","Sede di Museo archeologico statale di Cingoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18591","Sede di Ex Chiesa del Tau"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18592","Sede di Museo nazionale di Casa Giusti"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18593","Sede di Anfiteatro campano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18594","Sede di Museo archeologico Santa Maria delle Monache"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18595","Sede di Museo archeologico nazionale e zona archeologica di Luni"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18596","Sede di Museo archeologico nazionale e zona archeologica di Luni"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18597","Sede di Museo storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18598","Sede di Museo archeologico nazionale di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18599","Sede di Museo archeologico nazionale di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18600","Sede di Museo archeologico statale di Arcevia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18601","Sede di Museo archeologico statale di Arcevia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18602","Sede di Museo nazionale archeologico ed etnografico ""Giovanni Antonio Sanna"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18603","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18604","Sede di Antiquarium e zona archeologica di Canne della Battaglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_18605","Sede di Complesso Monumentale della Pilotta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19036","Sede di Museo Nivola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19038","Sede di Direzione Regionale Musei Sardegna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19142","Sede di Archivio di Stato di Terni"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19144","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19147","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19148","Sede di Museo dei Castelli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19150","Sede di Complesso monumentale della Pilotta - Teatro Farnese"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19153","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19156","Sede di Direzione Regionale Musei Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19157","Sede di Direzione Regionale Musei Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19159","Sede di Direzione Regionale Musei Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19160","Sede di Museo della pesca del Lago Trasimeno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19160","Sede di Direzione Regionale Musei Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19164","Sede di Villa della Regina"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19171","Sede di Villa della Regina"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19172","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19173","Sede di Biblioteca Statale Annessa al Monumento Nazionale di Grottaferrata"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19176","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19180","Sede di Direzione Regionale Musei Sardegna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19195","Sede di Direzione Regionale Musei Sardegna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19201","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19202","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19204","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19208","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19210","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19211","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19214","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19218","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19151","Sede di Castello di Serralunga d'Alba"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19152","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19162","Sede di Villa della Regina"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19179","Sede di Pinacoteca comunale di Città di Castello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19198","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19207","Sede di Soprintendenza Archivistica e Bibliografica del Veneto e del Trentino Alto-Adige"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19624","Sede di Segretariato Regionale del Ministero della cultura per le Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19643","Sede di Direzione Musei Statali della Città di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19743","Sede di Castello Piccolomini - Collezione Torlonia e Museo d'Arte Sacra della Marsica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19767","Sede di Segretariato Regionale del Ministero della cultura per la Sardegna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19814","Sede di Gallerie Nazionali di Palazzo Spinola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19848","Sede di Museo nazionale degli strumenti musicali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19855","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19856","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19857","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19861","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19862","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19863","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19629","Sede di Direzione Regionale Musei Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19690","Sede di Direzione Regionale Musei Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19741","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio del Friuli Venezia Giulia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19850","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19893","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19947","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19655","Sede di Complesso Monumentale della Pilotta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19662","Sede di Complesso Monumentale della Pilotta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19734","Sede di Soprintendenza Archivistica del Friuli-Venezia Giulia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19759","Sede di Archivio di Stato di Avellino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19839","Sede di Archivio di Stato di Pesaro-Urbino. Sezione di Urbino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19840","Sede di Archivio di Stato di Pesaro-Urbino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19873","Sede di Direzione Regionale Musei Sardegna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19656","Sede di Direzione Musei Statali della Città di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19773","Sede di MuNDA - Museo nazionale d'Abruzzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19775","Sede di Direzione Musei Statali della Città di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19780","Sede di MuNDA - Museo nazionale d'Abruzzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19799","Sede di Direzione Regionale Musei Abruzzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19665","Sede di Archivio di Stato di Asti"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19678","Sede di Direzione Musei Statali della Città di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19683","Sede di Direzione Musei Statali della Città di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19694","Sede di Direzione Musei Statali della Città di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19842","Sede di Museo tattile statale Omero"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19845","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19894","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19649","Sede di Galleria nazionale dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19682","Sede di Complesso monumentale della Pilotta - Teatro Farnese"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19735","Sede di Museo delle mura di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19755","Sede di Galleria Spada"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19875","Sede di Museo nazionale della Certosa monumentale di Calci"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_19877","Sede di Pinacoteca di Brera - Biblioteca Nazionale Braidense di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20144","Sede di Soprintendenza Archivistica e Bibliografica dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20153","Sede di Santuario italico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20154","Sede di Museo nazionale di Castello Pandone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20158","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le province di Ravenna, Forlì-Cesena e Rimini"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20163","Sede di Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20171","Sede di Reggia di Caserta - Acquedotto Carolino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20174","Sede di Reggia di Caserta - Palazzo Reale"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20186","Sede di Gallerie degli Uffizi - Giardino di Boboli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20188","Sede di Castello di Copertino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20190","Sede di Complesso monumentale della Pilotta - Teatro Farnese"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20192","Sede di Area archeologica di Vetulonia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20209","Sede di Museo archeologico nazionale e Teatro romano di Spoleto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20210","Sede di Ipogeo dei Volumni e Necropoli del Palazzone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20211","Sede di Museo Storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20213","Sede di Museo del Palazzo della Dogana dei Grani e Area archeologica dell'Antica Abellinum"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20214","Sede di Museo archeologico nazionale dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20215","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20218","Sede di Museo del Palazzo della Dogana dei Grani e Area archeologica dell'Antica Abellinum"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20221","Sede di Museo archeologico nazionale di Orvieto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20222","Sede di Museo archeologico di Eboli e della Media Valle del Sele e Aree archeologiche delle fornaci SS. Cosma e Damiano e della Villa Romana di Paterno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20227","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le province di L'Aquila e Teramo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20252","Sede di Direzione regionale Musei Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20266","Sede di Biblioteca Nazionale di Potenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20275","Sede di Musei Reali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20277","Sede di Museo della ceramica Duca di Martina in Villa Floridiana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20280","Sede di Museo della ceramica Duca di Martina in Villa Floridiana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20282","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la Basilicata"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20287","Sede di Museo nazionale Romano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20288","Sede di Museo nazionale romano - Palazzo Altemps"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20289","Sede di Museo nazionale Romano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20575","Sede di Archivio di Stato di Novara"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20579","Sede di Parco archeologico dell'Appia antica - Villa dei Quintili e Santa Maria Nova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20581","Sede di Soprintendenza Archivistica della Sicilia - Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20582","Sede di Parco archeologico dell'Appia antica - Villa dei Quintili e Santa Maria Nova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20584","Sede di Archivio di Stato di Gorizia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20586","Sede di Parco archeologico dell'Appia antica - Villa dei Quintili e Santa Maria Nova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20588","Sede di Archivio di Stato di Modena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20590","Sede di Forte San Giovanni"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20593","Sede di Archivio di Stato di Asti"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20599","Sede di Complesso monumentale della Pilotta - Teatro Farnese"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20602","Sede di Biblioteca Medica Statale Di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20604","Sede di Complesso Monumentale della Pilotta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20606","Sede di Archivio di Stato di Rovigo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20609","Sede di Musei Reali - Biblioteca Reale"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20610","Sede di Museo archeologico di Quarto d'Altino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20610","Sede di Museo nazionale e Area archeologica di Altino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20611","Sede di Biblioteca nazionale centrale di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20612","Sede di Soprintendenza Archivistica della Sicilia - Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20613","Sede di Museo Palazzo Reale di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20614","Sede di Museo archeologico nazionale di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20618","Sede di Biblioteca nazionale Marciana - Sale monumentali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20627","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20842","Sede di Direzione regionale Musei Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20843","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20844","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20845","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20846","Sede di Palazzo Reale di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20847","Sede di Ex Regio Museo archeologico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20848","Sede di Battistero degli Ariani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20849","Sede di Mausoleo di Teodorico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20850","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20851","Sede di Fondazione Magnani-Rocca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20852","Sede di Museo di Palazzo Grimani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20853","Sede di Museo di Palazzo Grimani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20854","Sede di Museo di Palazzo Grimani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20855","Sede di Museo di Palazzo Grimani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20856","Sede di Complesso Monumentale della Pilotta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20857","Sede di Palazzo Reale di Napoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20858","Sede di Castello di San Terenzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20859","Sede di Fortezza di  Castruccio Castracani - Castello di Sarzanello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20860","Sede di Fortezza di  Castruccio Castracani - Castello di Sarzanello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20861","Sede di Fortezza Firmafede"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20862","Sede di Fortezza Firmafede"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20863","Sede di Istituto Centrale per i Beni Sonori ed Audiovisivi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20864","Sede di Istituto autonomo Vittoriano e Palazzo Venezia - Palazzo Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20865","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20866","Sede di Biblioteca statale Stelio Crise di Trieste"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20867","Sede di Museo di Casa Romei"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20868","Sede di Museo archeologico nazionale di Cividale del Friuli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20869","Sede di Museo Palazzo Pistilli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20870","Sede di Reggia di Venaria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20871","Sede di Museo di San Marco"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20872","Sede di Museo delle arti e tradizioni popolari dell’Alta Valle del Tevere - Palazzo Taglieschi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20873","Sede di Museo sannitico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20874","Sede di Archivio di Stato di Avellino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20875","Sede di Direzione Regionale Musei Toscana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20876","Sede di Museo nazionale di Castello Pandone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20877","Sede di Museo archeologico di Venafro"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20878","Sede di Museo archeologico Santa Maria delle Monache"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20879","Sede di Museo nazionale del Paleolitico di Isernia"
