"o","labelOO"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20880","Sede di Parco archeologico di Sepino - Museo della città e del territorio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20881","Sede di Parco archeologico di Sepino - Area archeologica di Altilia-Saepinum"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20882","Sede di Castel Sant'Elmo e Museo del Novecento a Napoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20883","Sede di Museo archeologico nazionale di Taranto - MArTA"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20884","Sede di Segretariato Regionale del Ministero della cultura per la Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20885","Sede di Soprintendenza Archivistica della Sicilia - Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20905","Sede di Pinacoteca di Brera - Biblioteca Nazionale Braidense di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20906","Sede di Complesso Monumentale della Pilotta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20907","Sede di Biblioteca Statale del Monumento Nazionale di Montevergine"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20908","Sede di Museo e Parco archeologico nazionale di Scolacium"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20909","Sede di Museo archeologico nazionale di Cividale del Friuli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20910","Sede di Direzione Generale  Educazione, Ricerca e Istituti Culturali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20911","Sede di Museo e Parco archeologico nazionale di Scolacium"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20912","Sede di Archivio di Stato di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20913","Sede di Galleria Nazionale d'Arte Moderna e Contemporanea"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20914","Sede di Museo di Palazzo Te"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20915","Sede di Parco archeologico di Cerveteri e Tarquinia - Necropoli della Banditaccia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20916","Sede di Soprintendenza Archivistica e Bibliografica della Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20917","Sede di Museo archeologico nazionale ed Area archeologica di Cosa"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20918","Sede di Museo archeologico nazionale di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20920","Sede di Gallerie Nazionali di Arte Antica - Palazzo Barberini"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20922","Sede di Direzione Regionale Musei Toscana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20923","Sede di Cenacolo di Andrea del Sarto a San Salvi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20924","Sede di Archivio di Stato di Modena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20925","Sede di Area archeologica di Roselle"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20926","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20927","Sede di Archivio di Stato di Catania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20928","Sede di Archivio di Stato di Macerata - Sezione di Camerino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20929","Sede di Pinacoteca nazionale di Siena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20930","Sede di Palazzo Chigi Piccolomini alla Postierla"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20931","Sede di Museo archeologico nazionale di Taranto - MArTA"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20932","Sede di Parco archeologico di Cerveteri e Tarquinia - Museo nazionale archeologico Cerite"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20933","Sede di Parco archeologico di Cerveteri e Tarquinia - Necropoli dei Monterozzi di Tarquinia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20934","Sede di Museo nazionale degli strumenti musicali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20935","Sede di Archivio di Stato di Caserta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20936","Sede di Museo sannitico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20937","Sede di Museo Boncompagni Ludovisi per le arti decorative, il costume e la moda dei secoli XIX e XX"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20938","Sede di Museo Palazzo Pistilli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20939","Sede di Museo archeologico Santa Maria delle Monache"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20940","Sede di Museo Hendrik Christian Andersen"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20941","Sede di Museo nazionale di Castello Pandone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20942","Sede di Museo nazionale di Castel Sant'Angelo e Passetto di Borgo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20943","Sede di Museo archeologico di Venafro"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20944","Sede di Galleria Spada"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20945","Sede di Castello di Civitacampomarano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20946","Sede di Pantheon"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20947","Sede di Complesso monumentale di San Vincenzo al Volturno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20948","Sede di Santuario italico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20949","Sede di Museo nazionale degli strumenti musicali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20950","Sede di Parco archeologico di Sepino - Museo della città e del territorio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20951","Sede di Parco archeologico di Sepino - Area archeologica di Altilia-Saepinum"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20952","Sede di Museo Palazzo Reale di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20953","Sede di Museo Palazzo Reale di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1026","Sede di Museo archeologico nazionale di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1027","Sede di Museo archeologico nazionale di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10306","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10404","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10448","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10560","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10768","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10855","Sede di Direzione Regionale Musei Piemonte"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10998","Sede di Museo di San Marco"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11013","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11055","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11108","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11117","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11130","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11198","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11199","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11201","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11366","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11470","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11472","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11473","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11496","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11513","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11514","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11515","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11705","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12041","Sede di Rocca Roveresca di Senigallia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12168","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12245","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12307","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12327","Sede di Museo storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12667","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13000","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1307","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1375","Sede di Museo archeologico nazionale di Taranto - MArTA"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1398","Sede di Museo archeologico nazionale e Teatro romano di Spoleto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14465","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14743","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14744","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14918","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14986","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15042","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15127","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15131","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15234","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15386","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15453","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15518","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15520","Sede di Museo archeologico nazionale del Sannio Caudino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15556","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1616","Sede di Museo archeologico nazionale e Teatro romano di Spoleto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1897","Sede di Museo archeologico nazionale di Napoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1899","Sede di Complesso monumentale della Pilotta - Galleria nazionale di Parma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1902","Sede di Complesso monumentale della Pilotta - Biblioteca Palatina di Parma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1927","Sede di Biblioteca Nazionale di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1943","Sede di Soprintendenza Archivistica e Bibliografica della Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1946","Sede di Museo nazionale romano - Palazzo Massimo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_304","Sede di Museo nazionale di Palazzo Mansi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_305","Sede di Museo nazionale di Villa Guinigi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3636","Sede di Gallerie degli Uffizi – Gli Uffizi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3637","Sede di Museo archeologico nazionale di Napoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3638","Sede di Museo nazionale romano - Crypta Balbi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3640","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3650","Sede di Museo nazionale romano - Crypta Balbi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3665","Sede di Reggia di Venaria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3686","Sede di Archivio di Stato di Prato"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3689","Sede di Biblioteca Angelica di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3690","Sede di Palazzo Ducale di Mantova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3693","Sede di Museo nazionale romano - Palazzo Altemps"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3705","Sede di Basilica di San Francesco"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3707","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3723","Sede di Museo nazionale romano - Palazzo Massimo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3724","Sede di Museo nazionale romano - Palazzo Massimo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3726","Sede di Museo archeologico dell'antica Capua e Mitreo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3727","Sede di Museo archeologico dell'antica Capua e Mitreo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3732","Sede di Rocca Roveresca di Senigallia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3733","Sede di Rocca demaniale di Gradara"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3736","Sede di Museo nazionale romano - Palazzo Massimo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3737","Sede di Museo nazionale romano - Palazzo Massimo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3739","Sede di Museo archeologico dell'antica Capua e Mitreo"
